gauge_id,p_mean,pet_mean,aridity,frac_snow,moisture_index,seasonality,high_prec_freq,high_prec_dur,low_prec_freq,low_prec_dur
camelsgb_10002,2.366921076049002,4.479264836744468,1.8924436822462665,0.0,-0.4301052963520171,0.573459522880993,0.025189951399822,1.0791788856304985,0.4838113491683209,2.604274134119381
camelsgb_10003,2.342678485864861,3.209392840030123,1.3699672658432644,0.0,-0.1576807549091709,0.976730649571842,0.0264220685878568,1.115606936416185,0.4974330891915942,2.6263100831225152
camelsgb_1001,2.585920323088507,3.528294202204086,1.3644249479388642,0.0,-0.1978842950438102,0.774297186189621,0.0202614826476829,1.088235294117647,0.4303511533985899,2.4539422326307574
camelsgb_11001,2.567258539256617,2.7382969402423014,1.066622974807676,0.0,0.0531696556308478,1.167644015936702,0.0281333424601273,1.1878612716763006,0.484153603942775,2.60132401618242
camelsgb_11003,2.7941611335478043,2.30564104319256,0.8251639518960165,0.0,0.2366858521685372,1.2262202204306425,0.0261482647682935,1.1826625386996903,0.4675200219043056,2.5599700149925035
camelsgb_11004,2.463022109658428,3.024891505236497,1.2281219455459895,0.0,-0.044662634506293,1.1265291880502395,0.0273119310014374,1.1598837209302326,0.4901772879731672,2.626925898752752
camelsgb_12001,3.0544013963994647,2.0775569854199496,0.6801846633088168,0.0929525014542384,0.3371788872823157,1.2362318563134285,0.0234102265726606,1.1287128712871286,0.4312410158121705,2.5291047771979125
camelsgb_12002,2.9200472311588728,2.3546704086521992,0.8063809323103676,0.0,0.2356886535398741,1.2392570798557068,0.0237524813471147,1.1452145214521452,0.4436990896023,2.5712019040063465
camelsgb_12005,3.108164829899361,2.080929563967417,0.6695042502088908,0.1703578226254403,0.3484475569105811,1.2475643288429124,0.0262851666780751,1.1294117647058823,0.4538982818810322,2.5973364669016843
camelsgb_12006,3.0201813950304524,2.087894448627552,0.6913142541911791,0.0,0.337726748224711,1.2343671206810165,0.0236155794373331,1.1616161616161615,0.4365801902936546,2.5269413629160065
