gauge_id,gauge_name,country,gauge_lat,gauge_lon,area
hysets_01010070,"Big Black River near Depot Mtn, Maine",United States of America,46.89388889,-69.7516667,475.0072794258802
hysets_01012570,FISH RIVER AT INLET FISH RIVER LAKE ME SITE 4,United States of America,46.7894861,-68.773225,180.0607090522829
hysets_01016500,"MACHIAS RIVER NEAR ASHLAND, ME",United States of America,46.6283111,-68.4347917,844.6274963308027
hysets_01017290,"Little Madawaska River at Caribou, Maine",United States of America,46.8886111,-67.945,598.5994502802909
hysets_01017960,"Meduxnekeag R above S Br Medux. R nr Houlton, ME",United States of America,46.105,-67.88138889,224.8958259948341
hysets_01018000,"Meduxnekeag River near Houlton, Maine",United States of America,46.105,-67.8666667,449.2312398859856
hysets_01018035,"Meduxnekeag River at Lowery Rd. nr Houlton, Maine",United States of America,46.1811111,-67.80388889,670.4063631514284
hysets_01021500,"Machias River at Whitneyville, Maine",United States of America,44.72305556,-67.5205556,1181.4540698956268
hysets_01022260,"Pleasant River near Epping, Maine",United States of America,44.69777778,-67.7872222,161.88181061130035
hysets_01022330,"Narraguagus River at Deblois, Maine",United States of America,44.7408333,-68.0133333,264.72333227669805
hysets_01022500,"Narraguagus River at Cherryfield, Maine",United States of America,44.60805556,-67.93527778,587.3929751417464
hysets_01027200,"North Branch Penobscot River nr Pittston Farm, ME",United States of America,45.93527778,-69.9936111,580.7643447809344
hysets_01029200,"Seboeis River near Shin Pond, Maine",United States of America,46.14305556,-68.6336111,443.645308626928
hysets_01030350,Wytopitlock Stream near Wytopitlock Maine,United States of America,45.7086111,-68.1580556,127.311076160049
hysets_01031300,"Piscataquis River at Blanchard, Maine",United States of America,45.2672222,-69.58388889,303.4463664268476
hysets_01031450,"Kingsbury Stream at Abbot Village, Maine",United States of America,45.1844444,-69.4522222,238.08556305813497
hysets_01031500,"Piscataquis River near Dover-Foxcroft, Maine",United States of America,45.175,-69.3147222,767.0253093505211
hysets_01038000,"Sheepscot River at North Whitefield, Maine",United States of America,44.22277778,-69.59388889,374.1723203529344
hysets_01044550,"Spencer Stream near Grand Falls, Maine",United States of America,45.3136111,-70.2416667,502.8386981558034
hysets_01046000,"Austin Stream at Bingham, Maine",United States of America,45.0644444,-69.8805556,242.56922305318483
hysets_01047000,"Carrabassett River near North Anson, Maine",United States of America,44.86916667,-69.955,910.93124118107
hysets_01048000,"Sandy River near Mercer, Maine",United States of America,44.70805556,-69.9375,1336.2822371585974
hysets_01052500,"Diamond River near Wentworth Location, NH",United States of America,44.8775,-71.0575,394.4682999679979
hysets_01054200,"Wild River at Gilead, Maine",United States of America,44.39055556,-70.9797222,180.3925138437776
hysets_01054300,"Ellis River at South Andover, Maine",United States of America,44.5933333,-70.7330556,336.6305999836657
hysets_01055000,"Swift River near Roxbury, Maine",United States of America,44.64277778,-70.58888889,249.9442825143387
hysets_01055500,"Nezinscot River at Turner Center, Maine",United States of America,44.26944444,-70.2297222,436.1968122355826
hysets_01057000,"Little Androscoggin River near South Paris, Maine",United States of America,44.30388889,-70.5397222,190.26322898521863
hysets_01060000,"Royal River at Yarmouth, Maine",United States of America,43.79915,-70.1782694,364.3228422836963
hysets_01063100,"Crooked River near Naples, Maine",United States of America,43.978975,-70.56365,384.2451144038436
hysets_01064500,"Saco River near Conway, NH",United States of America,43.9908333,-71.0905556,993.7863867659904
hysets_01064801,"BEARCAMP RIVER AT SOUTH TAMWORTH, NH",United States of America,43.83007396,-71.2878488,172.55413009685302
hysets_01073587,"EXETER RIVER AT HAIGH ROAD, NEAR BRENTWOOD, NH",United States of America,42.9845316,-71.038392,162.15085708800558
hysets_01074520,"EAST BRANCH PEMIGEWASSET RIVER AT LINCOLN, NH",United States of America,44.0475669,-71.6598029,296.4509751708216
hysets_01075000,"PEMIGEWASSET RIVER AT WOODSTOCK, NH",United States of America,43.9761792,-71.6795244,502.8861406680688
hysets_01076000,"BAKER RIVER NEAR RUMNEY, NH",United States of America,43.79562647,-71.8453594,369.18930266621095
hysets_01076500,"PEMIGEWASSET RIVER AT PLYMOUTH, NH",United States of America,43.7592388,-71.6856337,1609.2722815613924
hysets_01078000,"SMITH RIVER NEAR BRISTOL, NH",United States of America,43.56646307,-71.747857,221.2938233553733
hysets_01086000,"WARNER RIVER AT DAVISVILLE, NH",United States of America,43.25091159,-71.7322996,376.53193756217786
hysets_01089000,"SOUCOOK RIVER NEAR CONCORD, NH",United States of America,43.2386922,-71.4620146,200.1336170118225
hysets_01089100,"SOUCOOK RIVER, AT PEMBROKE ROAD, NEAR CONCORD, NH",United States of America,43.21369248,-71.4803481,213.50819254470795
hysets_01089500,"SUNCOOK RIVER AT NORTH CHICHESTER, NH",United States of America,43.25674759,-71.36951248,399.1775977835949
hysets_01091000,"SOUTH BRANCH PISCATAQUOG RIVER NEAR GOFFSTOWN, NH",United States of America,43.01480519,-71.64146129,266.1408505538827
hysets_01093875,"SOUHEGAN RIVER (SITE WLR-5) NEAR MILFORD, NH",United States of America,42.846197,-71.6786836,303.237506409849
hysets_01094000,"SOUHEGAN RIVER AT MERRIMACK, NH",United States of America,42.8575865,-71.5061785,439.5875058987871
hysets_01095375,"QUINAPOXET RIVER AT CANADA MILLS NEAR HOLDEN, MA",United States of America,42.37286967,-71.8281279,115.00979346189747
hysets_01096000,"SQUANNACOOK RIVER NEAR WEST GROTON, MA",United States of America,42.63425619,-71.6578479,172.64293668107635
hysets_010965852,"BEAVER BROOK AT NORTH PELHAM, NH",United States of America,42.78286636,-71.35367448,122.42002526709408
hysets_01097380,"NASHOBA BROOK, COMMONWEALTH AVE AT W. CONCORD, MA",United States of America,42.45888889,-71.3972222,118.94283608322048
hysets_01100627,"SHAWSHEEN RIVER AT BALMORAL STREET AT ANDOVER, MA",United States of America,42.6714806,-71.1492239,172.59570450158165
hysets_01103280,"CHARLES RIVER AT MEDWAY, MA",United States of America,42.1398197,-71.3895032,168.55548832085296
hysets_01105554,"NEPONSET RIVER AT GREENLODGE ST NEAR CANTON, MA",United States of America,42.2092655,-71.1458851,220.3674294541396
hysets_01106500,"MATFIELD RIVER AT ELMWOOD, MA",United States of America,42.01537869,-70.96115378,104.21170931727936
hysets_01108000,"TAUNTON RIVER NEAR BRIDGEWATER, MA",United States of America,41.9339903,-70.9564307,676.1828795586039
hysets_01111050,"MUMFORD RIVER AT UXBRIDGE, MA",United States of America,42.07509705,-71.62478787,145.30857234890436
hysets_01111500,"BRANCH RIVER AT FORESTDALE, RI",United States of America,41.99648716,-71.5625632,236.36724948885816
hysets_01117430,"PAWCATUCK RIVER AT KENYON, RI",United States of America,41.44621186,-71.6211738,188.2619108216251
hysets_01117500,"PAWCATUCK RIVER AT WOOD RIVER JUNCTION, RI",United States of America,41.44510024,-71.68089828,260.0605927477719
hysets_01118000,"WOOD RIVER AT HOPE VALLEY, RI",United States of America,41.49815516,-71.7164561,192.5351714105113
hysets_01118010,"PAWCATUCK RIVER AT BURDICKVILLE, RI",United States of America,41.4162111,-71.7289551,533.3805744577829
hysets_01118500,"PAWCATUCK RIVER AT WESTERLY, RI",United States of America,41.38371065,-71.8331247,764.9361438384065
hysets_01119382,"WILLIMANTIC RIVER AT MERROW RD. NEAR MERROW, CT",United States of America,41.8240111,-72.3128472,250.5635459596654
hysets_01119384,"WILLIMANTIC RIVER NEAR MANSFIELD DEPOT, CT",United States of America,41.81555556,-72.3169444,255.04557433658903
hysets_01120790,"NATCHAUG RIVER AT MARCY RD. NEAR CHAPLIN, CT",United States of America,41.81616944,-72.1061694,183.87505471928927
hysets_01120800,NATCHAUG R AT CHAPLIN CT,United States of America,41.80093157,-72.118132,188.53193269185005
hysets_011230695,"SHETUCKET RIVER AT TAFTVILLE, CT",United States of America,41.57000278,-72.0462444,1328.164158892721
hysets_01133000,"EAST BRANCH PASSUMPSIC RIVER NEAR EAST HAVEN, VT",United States of America,44.63394195,-71.8975942,137.8397173034811
hysets_01134500,"MOOSE RIVER AT VICTORY, VT",United States of America,44.5117231,-71.8373143,195.14620831855632
hysets_01135000,"MOOSE RIVER AT ST. JOHNSBURY, VT",United States of America,44.42283589,-72.00009448,333.59522086021866
hysets_01135300,"SLEEPERS RIVER (SITE W-5) NEAR ST. JOHNSBURY, VT",United States of America,44.4353353,-72.03842899,109.79234472042236
hysets_01137500,"AMMONOOSUC RIVER AT BETHLEHEM JUNCTION, NH",United States of America,44.2686741,-71.6303617,228.02906641088128
hysets_01137940,"AMMONOOSUC RIVER BELOW LISBON DAM, AT LISBON, NH",United States of America,44.2125,-71.9141667,744.7259271403584
hysets_01144000,"WHITE RIVER AT WEST HARTFORD, VT",United States of America,43.71423614,-72.418149,1776.3501504727883
hysets_01153500,"WILLIAMS RIVER AT BROCKWAYS MILLS, VT",United States of America,43.20868736,-72.5175895,262.52387973746835
hysets_01153550,WILLIAMS RIVER NEAR ROCKINGHAM VT,United States of America,43.1917433,-72.48508889,288.7542854241879
hysets_01154000,"SAXTONS RIVER AT SAXTONS RIVER, VT",United States of America,43.13757777,-72.4881444,186.98162724646804
hysets_01154950,"COLD RIVER AT HIGH STREET, AT ALSTEAD, NH",United States of America,43.14944444,-72.3616667,192.49092352258808
hysets_01169000,"NORTH RIVER AT SHATTUCKVILLE, MA",United States of America,42.63841775,-72.7250922,230.72259338143263
hysets_01170100,"GREEN RIVER NEAR COLRAIN, MA",United States of America,42.70341695,-72.67064738,106.19650531134488
hysets_01171500,"MILL RIVER AT NORTHAMPTON, MA",United States of America,42.31897839,-72.6650907,129.78762999611445
hysets_01174500,"EAST BRANCH SWIFT RIVER NEAR HARDWICK, MA",United States of America,42.3934237,-72.2386926,112.7990012522302
hysets_01176000,"QUABOAG RIVER AT WEST BRIMFIELD, MA",United States of America,42.18231566,-72.263691,386.6312221624533
hysets_01181000,"WEST BRANCH WESTFIELD RIVER AT HUNTINGTON, MA",United States of America,42.23731169,-72.895654,242.77415807790263
hysets_01189000,"PEQUABUCK R AT FORESTVILLE, CT.",United States of America,41.673154,-72.90065738,117.74103460814416
hysets_01192704,MATTABESSET RIVER AT ROUTE 372 AT EAST BERLIN,United States of America,41.6081545,-72.7150953,119.7107775274555
hysets_01193500,"SALMON RIVER NEAR EAST HAMPTON, CT",United States of America,41.55232124,-72.44925287,262.8516987343405
hysets_01196500,"QUINNIPIAC RIVER AT WALLINGFORD, CT",United States of America,41.45026389,-72.841275,287.2995382052193
hysets_01198000,"GREEN RIVER NEAR GREAT BARRINGTON, MA",United States of America,42.1929083,-73.3912306,131.69815989519515
hysets_01198125,"HOUSATONIC RIVER NEAR ASHLEY FALLS, MA",United States of America,42.0748138,-73.33344858,1209.3596330543298
