gauge_id,sgr_dk_sav,glc_pc_s06,glc_pc_s07,nli_ix_sav,glc_pc_s04,glc_pc_s05,glc_pc_s02,rev_mc_usu,glc_pc_s03,glc_pc_s01,pet_mm_syr,dor_pc_pva,glc_pc_s08,glc_pc_s09,swc_pc_s09,ele_mt_smx,tbi_cl_smj,swc_pc_s01,swc_pc_s02,swc_pc_s03,swc_pc_s04,swc_pc_s05,swc_pc_s06,swc_pc_s07,swc_pc_s08,crp_pc_sse,glc_pc_s22,glc_pc_s20,glc_pc_s21,wet_pc_sg1,wet_pc_sg2,pac_pc_sse,swc_pc_s10,swc_pc_s11,swc_pc_s12,clz_cl_smj,gwt_cm_sav,glc_pc_s17,glc_pc_s18,hft_ix_s93,glc_pc_s15,ire_pc_sse,glc_pc_s16,glc_pc_s13,prm_pc_sse,glc_pc_s14,glc_pc_s11,glc_pc_s12,glc_pc_s10,kar_pc_sse,slp_dg_sav,glc_pc_s19,tmp_dc_s07,tmp_dc_s08,tmp_dc_s05,tmp_dc_s06,tmp_dc_s09,for_pc_sse,aet_mm_s06,aet_mm_s05,aet_mm_s08,aet_mm_s07,aet_mm_s09,tmp_dc_s10,tmp_dc_s11,aet_mm_s02,aet_mm_s01,tmp_dc_s12,aet_mm_s04,aet_mm_s03,lit_cl_smj,tmp_dc_s03,tmp_dc_s04,tmp_dc_s01,tmp_dc_s02,cls_cl_smj,pre_mm_syr,pnv_pc_s01,pnv_pc_s04,pnv_pc_s05,pnv_pc_s02,rdd_mk_sav,ele_mt_smn,pnv_pc_s03,pnv_pc_s08,pnv_pc_s09,pnv_pc_s06,pnv_pc_s07,wet_cl_smj,snw_pc_syr,pnv_pc_s11,pnv_pc_s12,pnv_pc_s10,pnv_pc_s15,pnv_pc_s13,pnv_pc_s14,cmi_ix_syr,pet_mm_s11,pet_mm_s12,pet_mm_s10,tmp_dc_smn,wet_pc_s08,wet_pc_s09,slt_pc_sav,wet_pc_s02,wet_pc_s03,wet_pc_s01,hdi_ix_sav,wet_pc_s06,wet_pc_s07,wet_pc_s04,wet_pc_s05,fec_cl_smj,glc_cl_smj,swc_pc_syr,hft_ix_s09,soc_th_sav,gdp_ud_sav,dis_m3_pyr,gdp_ud_ssu,tmp_dc_smx,cly_pc_sav,pet_mm_s02,pet_mm_s03,pet_mm_s01,riv_tc_usu,snw_pc_smx,ppd_pk_sav,pet_mm_s08,aet_mm_s11,pet_mm_s09,aet_mm_s10,pet_mm_s06,pet_mm_s07,aet_mm_s12,pet_mm_s04,pet_mm_s05,inu_pc_slt,ero_kh_sav,aet_mm_syr,cmi_ix_s10,cmi_ix_s11,cmi_ix_s12,ari_ix_sav,tmp_dc_syr,tec_cl_smj,ria_ha_usu,lkv_mc_usu,fmh_cl_smj,inu_pc_smn,pnv_cl_smj,pre_mm_s08,pre_mm_s09,run_mm_syr,pre_mm_s06,pre_mm_s07,pre_mm_s04,pre_mm_s05,snd_pc_sav,pre_mm_s02,pre_mm_s03,ele_mt_sav,pre_mm_s01,urb_pc_sse,lka_pc_sse,pre_mm_s10,dis_m3_pmx,snw_pc_s01,snw_pc_s02,snw_pc_s03,snw_pc_s04,snw_pc_s05,snw_pc_s06,gla_pc_sse,snw_pc_s07,snw_pc_s08,snw_pc_s09,dis_m3_pmn,inu_pc_smx,pre_mm_s11,pre_mm_s12,cmi_ix_s07,cmi_ix_s08,cmi_ix_s05,cmi_ix_s06,cmi_ix_s09,snw_pc_s10,snw_pc_s11,snw_pc_s12,cmi_ix_s03,cmi_ix_s04,cmi_ix_s01,cmi_ix_s02,pst_pc_sse,area_fraction_used_for_aggregation,pop_ct_usu
camelsaus_102101A,78.72109829792717,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0427742394113416,62.98690347565248,1544.0537388383098,0,0.0,0.0,40.752835645537694,457.401024437348,7,77.31523855118033,100.0,100.0,100.0,93.9806466346238,81.9612932692476,68.42679857686345,54.14749601241322,0.0,0.0,0.0,0.0,0.0,0.0,93.42761810000889,30.16684937778942,26.9806466346238,41.59454111563056,18,241.44524251126023,0.0,0.0,6.711351917367888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.97032228493617,0.0,0.0,42.89591546643307,0.0,222.59200568702957,227.99812241695545,244.2688701335234,227.59200568702957,239.59200568702957,63.02967771506383,76.09822607958814,95.80299873934044,61.55517653932171,66.77218901091389,52.7528356455377,254.8004633107394,267.8004633107395,129.00855484788227,129.5396178500913,270.4744262420652,115.3368355861682,132.01079851749392,8,260.78966479324555,253.59200568702957,266.4658713941829,264.4744262420652,112,1774.2227141759813,32.52765465128258,0.0,0.0,0.0,29.17859907261178,133.8642422200867,0.0,0.0,54.20829390612375,0.0,0.0,13,0.0,13.066392336377673,0.0,0.0,0.0,0.0,0.0,12.873316605670151,158.03870673075235,160.0193533653762,155.16774253876716,222.59200568702957,0.0,0.0,14.563030477766556,0.0,0.0,0.0,957.0,0.0,0.0,0.0,0.0,805,1,67.98064663462381,7.582973954909603,37.12960698877287,41233.0,17.014,79916.45048316215,270.4744262420652,18.3505053453977,129.00855484788227,132.01079851749392,148.21701247159217,899.228,0.0,0.0129914451521177,116.3568467971008,43.9806466346238,133.16774253876713,45.15829452990715,94.34539043405049,99.35394528193272,73.79444389145819,115.3368355861682,103.03080972842656,0.0,2179.8797528221144,1021.5398701557588,-89.20555610854181,-59.26562455886079,18.706467227880736,114.86476175778787,249.9981224169554,183,169.998,0,8,0.0,9,13.65460956594954,11.980646634623804,780.9119888815812,34.60444647214678,22.74428079765543,232.1935865607307,68.46696456032299,67.08646417683573,366.82729224750767,384.6310923939988,242.7740704666745,360.9401115207356,0.0,0.0,16.605339633124476,47.474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.206,0.0,64.55897121546752,196.1615401045697,-77.06096161129668,-88.34539043405046,-33.14692992068374,-63.41490689322942,-91.0193533653762,0.0,0.0,0.0,65.58598626774828,50.3302670654037,58.93137670179875,64.80299873934045,0.0,0.977364837454374,0.009
camelsaus_104001A,67.46423010132203,0.0,0.0,0.9196642291524334,0.0,0.0,0.0,0,3.771211121934075,31.177880410218176,1690.360340896062,0,0.0,0.0,23.345053159790275,521.6659308483496,7,64.68960092700996,93.09458160649164,100.0,94.46164631145125,78.1436171633413,60.12472861935145,45.78781092725165,33.78781092725165,0.1779725613159945,0.0,0.0,0.0,0.0188885439898595,0.0188885439898595,41.29216272782836,16.485109746584214,16.24589666215552,30.681970851890068,18,253.44994634229352,0.0,0.0,22.090104401161035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.05090846784776,0.0,0.0,37.02232468064539,0.0,218.126322925312,226.126322925312,239.7091372795674,223.12632292531205,241.26637951210597,34.949091532152245,60.87883195719593,87.2157496492957,42.12472861935144,48.68197085189007,33.124728619351444,260.86822129689347,274.2474909681161,136.0721324859544,113.03428758077202,277.86822129689347,115.75410333784448,139.80734727980902,8,262.88710984088334,253.266379512106,271.1074343813221,268.2474909681161,113,1249.955413456299,0.0,0.0,0.0,0.0,107.43007136278246,148.6898216436287,0.0,0.0,100.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.204558997628432,176.92851532261312,175.61048617450317,173.24654447072302,218.126322925312,0.0,0.0,16.277221321348904,0.0,0.0,0.0,957.0,0.0,0.0188885439898595,0.0,0.0,805,12,54.681970851890064,22.090104401161035,26.50661236972837,41233.0,4.939,0.0,277.86822129689347,18.61783847653841,136.0721324859544,139.80734727980902,158.0721324859544,296.289,0.0,0.0029999999999999,129.28432155870274,30.90897897005573,148.44340557602888,27.927867514045587,103.61048617450317,110.12537642791897,61.6329352950404,123.80734727980902,114.39016163406436,0.0,1685.3368212600087,897.5496154095558,-92.98111145601014,-68.28119855752328,-2.093564039758892,73.79544100237156,251.266379512106,183,76.71900000000001,0,8,0.0,9,3.6630823079002086,2.803138894694146,474.8788613063541,7.245896662155523,4.2458966621555225,93.18851540441575,17.124728619351444,65.10494020211269,304.21640071000024,261.02658968844946,250.0538890536364,314.8873407125062,0.0,0.0,12.63961887276723,15.871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,55.87011649814059,172.1841450105567,-96.19686110530586,-96.73521479385464,-84.87527138064854,-92.75410333784448,-98.177972561316,0.0,0.0,0.0,46.09458160649163,-25.02723424487996,49.91660904517564,55.234638193285576,5.947862912346969,0.981322075454438,0.001
camelsaus_105102A,62.96173757610544,0.0,0.0,2.521941418098097,0.0,0.0,0.0,0,31.61287783409256,46.48101424576223,1662.023010317903,0,0.0,0.0,28.262930961860743,557.7921685653249,7,62.90820429856212,89.62081998125592,99.95627242709836,92.9782013584228,78.25991953776395,63.5669855549324,50.73189822029987,38.58030241211608,2.9152927420847634,0.0,0.0,0.0,0.1008776567239238,0.0,0.0,21.03269672837684,21.620819981255927,35.57072756567571,18,344.1844432929124,0.0,0.0,15.812716817908653,0.0,1.2559111018746836,0.0,0.0,0.0,0.0,0.0,21.9061079201452,0.0,0.0,62.99806022284412,0.0,213.90148272135684,222.3978811533501,236.34119343349332,219.02266781382264,238.67003631812008,78.0938920798548,59.283678867412,83.13087088947536,45.437120098408045,50.54804627358585,38.87777180872524,257.6337231236891,271.75076217641407,135.49655731259563,111.16689334586287,275.95904570445464,113.05179187432864,142.5702501772215,3,262.5591101429423,251.3541535804485,272.01944355312173,268.09033407689657,113,1214.1292520638367,0.0,0.0,0.0,0.0,58.77012924835126,132.2735586889313,0.0,0.0,90.54142136999111,0.0,0.0,13,0.0,9.458578630008873,0.0,0.0,0.0,0.0,0.0,-26.81749310080124,174.52284438009707,174.4110137802877,170.74412461594187,213.90148272135684,0.0,0.0,16.496348466434227,0.0,0.0,0.1008776567239238,957.0,0.0,0.0,0.0,0.0,805,1,56.966729924051386,15.812716817908653,17.924784544973956,41232.99999999999,16.412,433439.65659901366,275.95904570445464,18.332088939088173,139.47331311090588,142.65770532302477,163.35974784624318,1228.113,0.0,0.0258785662803747,122.26435767851736,40.05407788698751,144.6419786004181,34.66948828068468,95.25472414977844,102.08135182146692,67.9546231461811,123.33503745612748,108.72580834993256,0.0,7721.849139914744,922.6043959886276,-87.62608452799343,-56.664864877301845,-5.749173725570072,73.18250689919876,249.12354547054665,185,255.798,5,8,0.0,9,6.667202268025815,8.05443459721603,396.4823600235629,18.039694824114843,7.319868209078891,79.94808187330504,29.8109772354466,65.29069681479862,298.17749345308766,233.1057875522956,260.76023405278505,271.8561572352182,0.0,1.0407757911364597,20.90099336621997,50.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.812,0.0,75.44570214987743,164.53799775513193,-92.67874543585268,-94.4498367846992,-72.3205132901061,-81.19763483869416,-94.33418408704262,0.0,0.0,0.0,37.56325702520167,-34.863423735720566,39.61428825329799,52.99575428470092,1.8476236314871928,0.9907740082664476,0.027
camelsaus_105105A,103.76220122189658,0.0,0.0,2.464080044432603,0.0,0.0,0.0,0,13.439299611214729,52.969460810895,1516.751439688972,0,0.0,0.0,45.464080044432606,768.4550639211773,1,77.84806003332446,99.23204002221632,100.0,100.0,94.61602001110816,83.23204002221631,70.84806003332446,58.080100055540754,1.151939966675548,0.0,0.0,0.0,0.0,0.0,49.28160088865206,35.464080044432606,33.464080044432606,45.84806003332446,18,361.3642023327117,0.0,0.0,9.5359199555674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.20725958899843,0.0,0.0,86.12140077757056,0.0,207.6077598667022,214.9917398555941,229.60775986670225,211.60775986670225,229.60775986670225,66.79274041100157,71.00000000000001,91.76795997778368,61.84806003332446,63.61602001110816,56.464080044432606,247.60775986670225,261.2237798778104,132.7679599777837,129.2320400222163,267.2237798778104,112.7679599777837,133.7679599777837,9,256.2237798778104,244.60775986670225,265.2237798778104,261.8397998889185,108,1687.6490605887325,0.0,0.0,0.0,0.0,32.919899944459246,159.40876042210974,0.0,0.0,36.08836019994671,0.0,0.0,13,0.0,63.911639800053294,0.0,0.0,0.0,0.0,0.0,10.080100055540754,157.38397998889184,161.38397998889187,151.7679599777837,207.6077598667022,0.0,0.0,16.464080044432606,0.0,0.0,0.0,957.0,0.0,0.0,0.0,0.0,805,1,70.2320400222163,9.5359199555674,26.77622012218966,41233.00000000001,8.896,3015565.1831570524,267.2237798778104,23.54418009997336,132.7679599777837,133.7679599777837,153.7679599777837,623.399,0.0,0.306496364643207,109.15193996667556,54.08010005554076,128.15193996667557,52.08010005554076,86.15193996667554,91.15193996667554,80.08010005554075,112.7679599777837,98.15193996667556,7.535919955567398,7247.34942745357,1039.4723401888389,-82.15193996667556,-48.53591995556741,11.2320400222163,111.08010005554075,241.60775986670225,150,103.206,0,8,1.7679599777836987,11,17.84806003332445,20.464080044432603,807.8893607553543,35.6961200666489,23.696120066648906,171.69612006664892,65.6961200666489,59.99173985559405,378.6160200111082,357.92816008886524,333.98022234381983,326.2320400222163,0.0,0.0,27.46408004443261,26.923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.195,4.5359199555673975,81.08010005554077,181.8480600333245,-73.68785992224295,-83.53591995556741,-33.0718399111348,-58.68785992224295,-84.15193996667556,0.0,0.0,0.0,62.61602001110816,34.464080044432606,52.61602001110816,65.0,6.38397998889185,0.964694628157496,0.092
camelsaus_107001B,75.20954809133089,0.0,0.0,19.00863559821321,0.0,0.0,0.0,0,0.3024417260737486,79.38252559785752,1502.0278911901937,0,0.0,0.0,44.79938904742043,447.8556443283341,7,75.21357067656493,98.15161775770171,100.0,100.0,94.65610058834216,83.83606662867666,70.83606662867668,56.914821865655085,0.0168023181152082,0.0,0.0,0.0,0.0,0.0,8.773858852751896,33.79091602792869,30.25024825782115,42.6927781695984,18,294.39095357406933,0.0,0.0,29.098254367954368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.29823035795353,0.0,0.0,58.68563587053634,0.0,216.746750710759,224.74675071075904,238.746750710759,221.746750710759,239.18928062253624,79.70176964204649,71.65610058834217,92.49600981114872,61.233445939705945,63.69277816959839,54.31220117668434,255.6847977918958,268.6847977918958,132.39737931102928,124.37708331970504,274.14413002178827,112.80323164155033,133.39737931102928,1,264.6847977918958,253.746750710759,272.68479779189585,268.76355302887424,112,1597.5621151652854,0.0,0.0,0.0,0.0,132.7899464688744,41.163831453414176,0.0,0.0,91.25723105031926,0.0,0.0,13,0.0,8.742768949680723,0.0,0.0,0.0,0.0,0.0,5.759217792955188,153.6232656012158,158.26256387144278,148.59799026360884,216.746750710759,0.0,0.0,23.26260420382407,0.0,0.0,0.0,957.0,0.0,0.0,0.0,0.0,805,1,69.19676835844972,28.31623546542649,21.56460890321536,41233.0,7.336,2429864.634096743,274.14413002178827,26.36173498709533,132.39737931102928,133.39737931102928,152.85671154092174,254.478,0.0,0.2811284018827586,108.299241452699,47.70958048771361,126.21741327069476,48.275523595428105,86.39737931102927,90.85671154092174,72.64762756885041,112.80323164155033,98.36070172977306,0.1100327437686962,7759.395287886784,1014.0969714209052,-87.4871878707361,-55.397030390108426,9.250248257821143,106.39053568547956,249.746750710759,183,67.92099999999999,0,8,0.1100327437686962,9,16.2587212773129,14.709580487713612,738.9194219026454,33.94009720326203,19.34887875794057,165.99962139380676,70.15632009666957,50.38413382857236,370.350292623752,319.5550652997662,175.82112288504334,325.55902767490244,0.0,0.0,18.52961444737912,21.329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.036,0.1100327437686962,68.93839600205766,174.7011074682219,-79.0485005530887,-84.7412787226871,-28.24105921435971,-59.94188967526667,-88.3072218304016,0.0,0.0,0.0,58.34040573844881,31.477271300160552,53.233445939705945,64.21357067656491,13.038859306563026,0.9721638014915116,0.024
camelsaus_108002A,183.5305004623804,0.0,0.0,12.730011519724153,0.0,0.0,0.0,0,0.0,99.14505499197593,1517.48814986903,0,0.0,0.0,47.48159425301528,1088.620686879635,1,78.45064459152714,98.92131062353693,100.0,99.89094358981708,94.11389873599138,83.57011924915366,72.00723004911934,59.76270736160813,0.0,0.0,0.0,0.0,0.0,0.0,84.9253898084869,37.62408895898443,36.52445556915287,49.27678075634627,18,364.38016871482864,0.0,0.0,23.36088953480803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8549450080240539,0.0,0.0,91.20204981693745,0.0,197.2015321703428,205.79723936383763,220.46034940864308,201.64747853572027,220.39111225716064,99.14505499197593,70.78570024654984,91.004876357609,63.415399158969954,64.2228110465155,59.69332611046689,239.4698016336237,253.728618871924,132.13865243442422,133.77699768870502,259.609110182497,111.67183554235898,133.62170810407315,3,248.3130395402664,235.5805482443197,257.6376429160449,254.78740374416236,108,1722.4199094466562,23.434345131848364,0.0,0.0,0.0,25.519088124617813,163.84774570718213,0.0,0.0,66.72081088491257,0.0,0.0,13,0.0,9.771791723612596,0.0,0.0,0.0,0.0,0.0,11.120647174337234,158.39569860898243,162.75793514062906,153.32631735784125,197.2015321703428,0.0,0.0,18.873540149002125,0.0,0.0,0.0,957.0,0.0,0.0,0.0,0.0,805,1,71.44195312577413,30.86918430902572,37.853496534261886,41232.99999999999,32.995,353278.7675785687,259.609110182497,28.145662134078908,132.13865243442422,133.62170810407315,153.96035887275886,2108.092,0.0,0.1931359299461762,108.76281149823808,59.13247891360616,128.95537244729158,56.45504028621109,85.74121679350021,90.60259839087652,84.96529857280522,111.7808919525419,97.6321603833173,0.2883792307410824,1416.4969567881576,1060.9201286128514,-78.23840276051365,-41.8432234368621,11.265021671283742,113.57999060816564,232.9156038993424,150,287.254,0,8,0.0,9,20.51400328990872,25.162845947326,821.2355634308768,38.84866081899108,27.38198802658463,167.31090491855005,65.8528232488009,52.93616329581096,374.5803795897192,359.89740238155423,475.9370269536813,334.53917527636946,0.0,0.0,33.606877149302626,88.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.579,0.0,92.07402577385976,183.3381059214824,-69.72710241539882,-81.18716520010605,-32.36275774859524,-54.63618969594953,-80.48599671009127,0.0,0.0,0.0,62.42347396515415,30.983522288530036,53.7305843415684,64.62167203104427,0.7193125357320537,0.9774740370202628,0.169
camelsaus_108003A,98.58790528956702,0.0,0.0,48.07744458455803,0.0,0.0,0.0,0,0.0,100.0,1489.3375968339308,0,0.0,0.0,51.61117890811472,909.9605486458396,1,80.46078817732291,100.0,100.0,100.0,95.87039296937158,87.17598242342893,76.58558721547759,64.02078370016338,0.0,0.0,0.0,0.0,17.842780452408093,17.842780452408093,88.44966133478722,41.5855872154776,38.74078593874315,51.33118114669449,18,304.040216082647,0.0,0.0,32.571122365376155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.94528493281119,0.0,202.4719150198586,210.06231022780997,225.4719150198586,206.49750671249572,224.44632332722148,100.0,72.48637986996005,91.18079041590268,66.76637763138028,66.89598466200871,63.5855872154776,242.85592811927012,256.4463233272215,131.15519872326556,138.23032523373416,262.2911246039559,110.31039744653113,132.33598913916822,3,252.88151981190725,239.88151981190725,261.29112460395595,258.88151981190725,106,1866.7890813678837,40.04934114348268,0.0,0.0,0.0,61.67454599126892,169.3918467578739,0.0,0.0,59.95065885651733,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.998351432557214,154.6688188533055,159.72000223857978,149.25921406125687,202.4719150198586,0.0,0.0,21.02559169263713,0.0,0.0,0.0,957.0,17.842780452408093,0.0,0.0,0.0,805,1,74.30558945405737,42.6990808285618,36.91511979472931,41233.0,8.737,472197.38381882064,262.2911246039559,29.180790415902685,131.15519872326556,132.33598913916822,152.74559393121692,251.905,0.0,0.2287536563110763,106.3103974465311,61.17598242342893,125.31039744653113,60.02078370016338,84.31039744653111,88.3103974465311,86.92157635464584,110.31039744653113,95.90079265448244,0.7165673938396244,749.9062975498033,1080.681359716255,-77.53921182267709,-42.51362013003996,15.486379869960048,125.53591468779152,236.88151981190725,150,63.317,0,8,0.1791418484599061,9,23.201574116066062,28.201574116066062,944.6398331886083,43.91676836217208,32.43038849221203,199.4621613250565,78.73432937882663,49.81920958409732,400.5965763481587,398.5244715528665,391.2560692760903,349.92610892741044,0.0,0.0,33.48637986996005,24.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2440000000000002,0.3071003116455533,88.51197156259718,188.69276197849987,-63.69921853841639,-77.41441278452241,-17.576068067704494,-47.3680373917219,-77.23362236861972,0.0,0.0,0.0,66.6415785932256,44.58874664050856,56.102366770548514,67.05118338527424,0.0,0.9548051055452776,0.051
camelsaus_116010A,131.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0.0,88.0,1529.9999999999998,0,0.0,0.0,52.0,1016.0,1,65.0,89.99999999999999,100.0,99.0,95.0,86.99999999999999,77.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.99999999999999,38.0,44.0,14,305.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.999999999999998,0.0,0.0,61.0,0.0,161.0,173.0,191.0,164.99999999999997,194.0,88.0,72.0,89.0,68.0,67.0,66.0,220.0,237.0,131.0,109.0,244.0,109.0,134.0,9,233.0,214.0,243.0,242.0,98,1437.0,61.0,0.0,0.0,0.0,46.0,204.00000000000003,0.0,0.0,22.0,0.0,0.0,13,0.0,17.0,0.0,0.0,0.0,0.0,0.0,-5.999999999999999,163.0,169.0,158.0,161.0,0.0,0.0,13.0,0.0,0.0,0.0,957.0,0.0,0.0,0.0,0.0,805,1,71.0,24.0,37.0,41233.0,5.543,0.0,244.0,23.0,134.0,134.0,158.0,277.498,0.0,0.04,109.0,63.0,129.0,64.0,83.0,89.0,78.0,110.0,94.0,0.0,1929.0,1050.0,-76.0,-47.99999999999999,-21.0,94.0,210.00000000000003,150,58.314,0,8,0.0,1,29.0,29.0,764.9999999999999,47.99999999999999,28.0,124.0,81.0,63.0,301.0,287.0,682.0,253.0,0.0,0.0,38.0,15.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.709,0.0,85.0,134.0,-68.0,-73.0,-14.0,-41.99999999999999,-77.0,0.0,0.0,0.0,53.0,10.0,37.0,55.0,4.0,0.9494226242556868,0.009
camelsaus_116012A,56.48396187265945,0.0,0.0,0.0,0.0,0.0,0.0,0,4.427702544623094,81.66637062813162,1544.581637038476,0,0.0,0.0,46.260887858688896,915.8366563980936,1,58.44312431536053,84.75453391204853,99.1266315613602,96.12917314001636,89.07102666604882,80.07356824470497,69.88624863072106,57.886248630721056,0.374639227967846,0.0,0.0,0.0,0.0,0.0,14.536852890514158,36.258346280032754,33.75707549070468,39.44312431536053,14,297.54602831568747,0.0,0.0,18.521258820976183,0.0,0.187319613983923,0.0,0.0,0.0,0.0,0.0,13.905926827245288,0.0,0.0,44.033385120131015,0.0,160.0556048953114,173.05560489531138,190.05560489531135,164.55687568463946,193.2429245092953,86.09407317275472,65.9443951046886,83.44312431536054,61.572297455376905,61.258346280032754,58.886248630721056,220.2429245092953,236.5543341059833,122.38497784139297,99.25834628003275,244.05560489531143,106.31395117534416,135.18477803532778,9,231.86828528132747,213.05560489531135,242.05560489531135,241.0556048953114,97,1267.9370535822416,6.015249471936892,0.0,0.0,0.0,22.81999528686065,615.9070981563718,0.0,0.0,60.64919110691156,0.0,0.0,13,0.0,33.335559421151544,0.0,0.0,0.0,0.0,0.0,-17.797258615278643,165.8708268599836,170.87082685998362,160.36955607065556,160.0556048953114,0.0,0.0,11.756903191904138,0.0,0.0,0.0,957.0,0.0,0.0,0.0,0.0,805,1,65.75707549070468,18.521258820976183,28.764700226673128,41233.0,7.689,0.0,244.05560489531143,21.88590403311997,134.37209764931168,135.3720976493117,158.6835072459997,533.91,0.0,0.0409999999999999,109.8708268599836,56.5722974553769,130.87082685998362,56.88624863072105,83.37209764931168,89.37209764931168,71.25834628003275,110.6835072459997,94.68350724599968,1.9972861225433096,1886.24686890098,978.9608159057522,-79.55941726329561,-53.05814647396754,-26.55687568463947,82.20274138472135,209.0556048953114,150,98.142,0,8,0.187319613983923,9,24.75707549070468,24.25834628003276,684.6637676653958,41.20019980606521,23.07356824470498,98.53211433080294,64.64332412142574,66.04578317828788,271.344794716819,254.9726970675073,713.1128632536738,229.01542177073745,0.0,0.0,32.94185352603245,21.289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.034,1.8099665085593863,78.2558047013766,125.13171471867253,-74.42516096596694,-77.24292450929532,-31.22750273855788,-49.98203665060642,-81.24292450929532,0.0,0.0,0.0,46.38243626273683,-10.96915645852513,30.44312431536053,49.75707549070468,9.432096506733226,0.9680902547386412,0.016
camelsaus_116013A,112.59276659962994,0.0,0.0,143.75333666562733,0.0,0.0,0.0,0,5.196613008844024,77.05392702148538,1496.5859558755906,0,0.0,0.0,53.95937844895163,1258.9565655349215,1,64.51610856071957,88.80421499996241,100.0,99.22163494411603,94.32229702841194,87.72857485093849,78.3481469724904,66.39430769209302,0.25945501862799,0.0,0.0,0.0,0.0,0.0,25.90519453437541,43.12651202837437,38.90487708425834,45.164332102886334,14,235.69941609912655,0.0,0.0,42.69826741271076,0.0,3.0369920657055163,0.0,0.0,0.0,0.0,0.0,17.490004951042593,0.0,0.0,52.79587435487175,0.0,152.34426382154902,164.344263821549,181.0386480833184,156.344263821549,183.99248736371575,82.50999504895739,69.97968922447582,85.36011710292391,69.21883346757961,66.59926134602772,66.74608414992628,209.25194238234377,225.20578166274112,127.481089962744,106.3294922145791,232.25194238234377,104.25945501862796,129.9916593549093,1,219.99248736371575,202.2981031019464,229.99248736371575,228.99248736371575,87,1416.8259301650587,6.887814559441404,0.0,0.0,0.0,203.00719195867484,704.1168278332788,0.0,0.0,87.40417503074282,0.0,0.0,13,0.0,5.708010409815781,0.0,0.0,0.0,0.0,0.0,-5.74614793444481,162.2049536539347,166.2049536539347,156.15879293433207,152.34426382154902,0.0,0.0,16.89570843036123,0.0,0.0,0.0,957.0,0.0,0.0,0.0,0.0,805,1,71.55310062642509,43.4849731136854,29.553100626425092,41233.0,9.607,71438397.28444685,232.25194238234377,27.23831623429736,130.68604361667872,129.9916593549093,153.99165935490933,594.58,0.0,6.6423402666395726,106.25111437353732,64.31115490678488,126.51056939216532,64.83840558913154,81.03782007451196,86.29727509313994,78.18184140187411,105.99165935490932,91.03782007451194,34.284283845327685,3755.0176821336217,1034.1586015807766,-76.45524001866556,-48.05730284122969,-18.734177804011296,94.71545926158146,199.0386480833184,150,107.355,0,8,0.25945501862799,9,29.6167706450155,29.6167706450155,900.7348080042776,55.40067486945374,33.80975416851668,121.46791058886846,74.14758702818646,55.91213605494403,292.44091518586646,279.0465437092549,914.544624202296,245.2220817182869,0.0,0.0,35.77556357934757,26.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.377,6.508913374552425,84.1273400371808,135.2001787096683,-60.783968008956776,-71.68884509321511,-19.61129526097977,-31.71195734527569,-76.26225649516438,0.0,0.0,0.0,52.95103780386096,10.880936823391318,37.03501859797556,55.33146568230906,7.76085575689619,0.9798695075173316,2.303
